korok_id,korok_found,korok_location,korok_num,korok_type,korok_coord_start,korok_coord_end,korok_desc,
485,1,West Necluda and Lanayru Wetlands,71,Pop the Cork,"1884, -2418, 0039","1946, -2382, 0039",A cork is stuck in a stump on a small cliff on the south mountain of Dueling Peaks. Attach one of the nearby boulders to the free end of the cork and toss it over the cliff.,
486,0,West Necluda and Lanayru Wetlands,72,Sparkle Cloud,"1939, -2563, 0025",,Follow the red arrow signs to a particular tree on the south slope of Dueling Peaks. Examine the sparkling leaves on the top of the tree.,
487,0,,,,"1960, -2627, 0242",,,
488,0,Mount Lanayru,1,Sparkle Cloud,"1775, -2769, 0316",,Follow the flower as it disappears and reappears up and down the ruins in Lanayru Promenade.,
489,0,Mount Lanayru,2,Lift the Rock,"1935, -2778, 0387",,Pull the cork out of the tree stump on the Peak of Awakening by attaching it to one of the nearby rock slabs and throwing it off the mountain.,
490,0,Mount Lanayru,3,Lift the Rock,"2043, -2660, 0307",,Use a nearby rock to complete the moon-shaped pattern near the Nirvata Lake waterfall.,
491,0,Mount Lanayru,4,*,"2136, -2607, 0257",,Move the blocks to match the rest of the structure on the shore of Purifier Lake.,
492,0,Mount Lanayru,5,Sparkle Cloud,"2277, -2359, 0181",,Climb the bare tree on the northeast slope of Mount Lanayru just north of the Naydra Snowfield Chasm.,
493,0,,,,"2414, -2269, 0113",,,
494,0,East Necluda,1+2,Reunite Friends,"2645, -2119, 0127","2483, -2048, 0009",Help the Korok reach their friend on the other side of the Ash Swamp.,
495,0,East Necluda,3,Sparkle Cloud,"2724, -2123, 0148",,Follow the three red arrows in the Ash Swamp to the hollowed stump and examine the sparkling leaves.,
496,0,East Necluda,4,Lift the Rock,"3017, -2538, 0123",,Use a Korok-Frond Guster to blow the dandelion on the rock in Bubinga Forest and examine the seed before it hits the ground.,
497,0,East Necluda,5,Sparkle Cloud,"2878, -2686, 0190",,Dive into the ring of flowers in the Squabble River just south of Bubinga Forest.,
498,0,East Necluda,6,Sparkle Cloud,"2559, -2484, 0248",,Break the acorn hiding in a fallen tree trunk on the shore of the Squabble River.,
499,0,East Necluda,7,Sparkle Cloud,"2410, -2671, 0258","2579, -2729, 0256",Follow the flower as it disappears and reappears around the Hickaly Woods. Watch out for bears.,
500,0,East Necluda,8,Lift the Rock,"2282, -2658, 0182",,Pull the cork out of the tree stump at the base of the waterfall by Hickaly Woods by submerging the opposite end underwater or attaching it to something such as a rocket.,
501,0,East Necluda,9,Sparkle Cloud,"2452, -2912, 0220","2919, -3083, 0146",Shoot the acorn hanging in the tree on the north end of Mount Floria.,
502,0,East Necluda,10,Sparkle Cloud,"2714, -2960, 0189",,Climb the tree on the west slope of Mount Floria and examine the sparkling leaves.,
503,0,East Necluda,11,Sparkle Cloud,"2632, -2856, 0228",,Stand beside the pinwheel on the peak of Mount Floria and shoot the three balloons as they appear and disappear.,
504,0,East Necluda,12,Lift the Rock,"2293, -3020, 0183",,Lift the rock on the small hill between Mount Floria and Breman Peak.,
505,0,East Necluda,13,Sparkle Cloud,"2549, -3208, 0092","2540, -3288, 0063",Place apples in front of the statues under Breman Peak by the small pond.,
506,0,East Necluda,14,Sparkle Cloud,"2424, -3403, 0079",,Shoot the balloon hiding in the tree near a small hot spring on Mount Rozudo.,
507,0,East Necluda,15,Lift the Rock,"2199, -3833, 0002","2363, -3473, 0086",Use the two nearby rocks to complete the pattern on Mount Rozudo.,
508,0,East Necluda,16+17,Reunite Friends,"2243, -3470, 0029","2227, -3833, 0002",Help the Korok reach their friend in Oakle's Navel. There are materials higher on the cliff overlooking Fir River to get there faster.,
509,0,East Necluda,18,Sparkle Cloud,"1972, -3921, 0003","2011, -3956, 0002",Place an apple in front of the statue on the cliff overlooking the Fir River.,
510,0,East Necluda,19,Sparkle Cloud,"2827, -3881, 0000","2428, -3944, 0000",Dive into the ring of flowers to the east of Stinger Cliffs.,
511,0,East Necluda,20,Lift the Rock,"2562, -3599, 0238",,Pull the cork out of the tree stump in the small pond in Stinger Cliffs by submerging the opposite end underwater or attaching it to something such as a rocket.,
512,0,East Necluda,21,*,"3081, -3386, 0049",,,
513,0,East Necluda,22,Sparkle Cloud,"3118, -3719, 0001",,From the stump on Mount Taran reach the goal that appears nearby before the timer runs out.,
514,0,East Necluda,23,Sparkle Cloud,"3798, -3616, 0017",,Stand near the pinwheel beside the tree between Breman Peak and Mount Taran and shoot the balloon that appears.,
515,0,East Necluda,24+25,Reunite Friends,"3540, -3456, 0000","3598, -3779, 0001",Help the Korok in Rabella Wetlands reach their friend on Dunsel Plateau. There are Zonai Devices nearby to help create a car to make this task easier.,
516,0,East Necluda,26,Sparkle Cloud,"3431, -3327, 0020",,Follow the arrows to the correct rib and examine the sparkling leaves.,
517,0,East Necluda,27,Sparkle Cloud,"3099, -2950, 0182",,Climb the tree near the ribs southeast of the Rabella Wetlands Skyview Tower and examine the sparkling leaves.,
518,0,East Necluda,28,Sparkle Cloud,"3495, -3311, 0223",,Catch the sparkling leaves circling the tree in the Courage Steppe.,
519,0,East Necluda,29,Sparkle Cloud,"3665, -3276, 0205",,From the stump glide down to the goal that appears without touching the ground.,
520,0,East Necluda,30,Lift the Rock,"3687, -3315, 0244","4495, -3615, 0000",Use the nearby rock to complete the pattern on Temto Hill.,
521,0,East Necluda,31,Sparkle Cloud,"4536, -3663, 0045",,From the stump reach the goal before the timer runs out on nearby Temto Hill.,
522,0,East Necluda,32+33,Reunite Friends,"4596, -3561, 0019",,Help The Korok reach their friend on the Clarnet Coast.,
523,0,East Necluda,34,Sparkle Cloud,"4492, -3396, 0003",,From the stump on Aris Beach reach the goal in the water before the timer runs out.,
524,0,East Necluda,35+36,Reunite Friends,"4897, -3693, 0002",,Help the Korok on the East Clarnet coast reach their friend. There are nearby Zonai Devices to make a vehicle to help make this task easier.,
525,0,East Necluda,37,Sparkle Cloud,"-2984, -2326, 0025","-3315, -2461, 0029",Stand beside the pinwheel on the peak of Tuft Mountain and shoot the three balloons that appear.,
526,0,East Necluda,38,Sparkle Cloud,"-3827, -2860, 0026",,"From the stump at the top of the waterfall on the east side of Laurelin village, jump down to the goal before the timer runs out.",
527,0,East Necluda,39,Lift the Rock,"-3859, -3018, 0085","-3934, -2941, 0062",Knock away the leaves on Rimba Beach south of Lurelin Village and lift the rock beneath.,
528,0,East Necluda,40,Sparkle Cloud,"-3854, -2862, 0059",,Climb the tree on Soka Point at the end of Cape Cresia and examine the sparkling leaves. Don't forget to grab the chest at the base of the tree hiding in the sand.,
529,0,East Necluda,41+42,Reunite Friends,"-3749, -2287, 0078",,Help the Korok on Palmorae Beach reach their friend across the water on Cape Cresia. There are materials nearby to craft a raft.,
530,0,East Necluda,43,Sparkle Cloud,"-2427, -3264, 0044",,Follow the three arrows to the column in the Palmorae Ruins and examine the sparkling leaves.,
531,0,East Necluda,44,Lift the Rock,"-2493, -3348, 0026","-2546, -3930, 0014",Use two nearby rocks to complete the pattern on Dunsel Plateau near Keya Pond.,
532,0,East Necluda,45,Sparkle Cloud,"-3431, -3128, 0069",,Destroy the acorn in the tree on Cape Cales.,
533,0,East Necluda,46,Lift the Rock,"-3588, -3029, 0052",,"Just below the peak of Cape Cales, lift the rock sitting on the cliff.",
534,0,East Necluda,47+48,Reunite Friends,"-2732, -2820, 0035","-2820, -2831, 0065",Help the Korok on Cape Cales reach their friend on Eventide Island,
535,0,East Necluda,49,Lift the Rock,"-2714, -2358, 0120",,Lift the rock on the ruins in a clearing on Eventide Island.,
536,0,East Necluda,50,Sparkle Cloud,"-3757, -2442, 0058",,Reach the tree stump in the middle of the bubbling lake of tar on Eventide Island. Nearby trees can be used for a simple bridge. Examine the sparkling leaves.,
537,0,East Necluda,51,Lift the Rock,"-4136, -2260, 0045","-4320, -1862, 0065",Stand by the pinwheel on the small rock on the north end of Eventide Island and shoot the three balloons that appear.,
538,0,East Necluda,52,Sparkle Cloud,"-4425, -2262, 0061",,Catch the sparkling leaves circling the small island off the east coast of Eventide Island.,
539,0,,,,"-4482, -2133, 0068","-4438, -2113, 0047",,
540,0,Gerudo Desert,1+2,Reunite Friends,"-4709, -2163, 0100",,"Between the Kara Kara Bazaar and the Gerudo Canyon Skyview Tower sits a Sand-Seal Rental Shop, and a traveling Korok can be found near the campfire beside the shop. The rental shop is just north of the path that connects these two points of interest. When you reach the shop, talk to the Korok, and he'll mention that he needs to get to his friend.Escort the Korok to his friend who has set up camp just northwest of the Kara Kara Bazaar, and you'll be rewarded with 2 Korok Seeds!","Friend Coordinates: -3315, -2461, 0029"
541,1,Gerudo Desert,3,Ascend,"-4686, -1963, 0059",,This Korok Seed can be found in the northern corner of Gerudo Town near The Noble Canteen. Head to the corner just past the Canteen and drop into the stained glass chute to reach the Gerudo Shelter Entrance. Follow the stream to the dead-end and Ascend through the leaf-marked log to collect this Korok Seed.,
542,1,Gerudo Desert,4,Race to the Finish,"-3610, -2843, 0070",,"Ascend through the rock-topped tower in the southern corner of Gerudo Town. Here you'll find a leaf-marked log. Step on the log and a ring will form atop the tower to the northwest.Glide and sprint over to the tower, use Ascend to reach the top, then glide through the ring before time runs out to collect this Korok Seed!","End Coordinates: -3934, -2941, 0062Before leaving this tower, collect the nearby 10x Arrows and Knight's Bow (26), and open the chest to discover a Gerudo Shield (28)."
543,0,Gerudo Desert,5,Sparkle Cloud,"-4131, -2592, 0053",,"This Korok Seed can be found on top of The Noble Canteen's chimney which is near the northern corner of Gerudo Town. After climbing the chimney, examine the leaves to collect this Korok Seed!",
544,0,Gerudo Desert,6,Lift the Rock,"-3819, -3126, 0051","-3742, -3477, 0016","This Korok Seed is atop the turtle-shaped rock formation above the Northern Icehouse. The Northern Icehouse is northwest of the Kara Kara Bazaar and just north of the North Gerudo Ruins. When you reach the area, climb to the top of the turtle-shaped rock formation, lift the only stone at the peak, and you'll be rewarded with a Korok Seed!",
545,0,Gerudo Desert,7,*,"-2546, -3953 0035",,"Found east of Gerudo Town this Korok Seed is located just south of the East Gerudo Chasm and just north of the Siwakama Shrine. From the Siwakama Shrine, walk onto the rock formation just a few steps to the north and catch the sparkling leaves to collect this Korok Seed!Just be careful not to venture too far into the sand or you'll provoke the nearby Molduga.",
546,0,Gerudo Desert,8+9,Reunite Friends,"-3344, -3054, 0040","-3078, -3045, 0014","Like Gerudo Desert Korok Seed 7, this Korok can be found near the Siwakama Shrine that sits east of Gerudo Town and just south of the East Gerudo Chasm. From the front of the Siwakama Shrine, look due west and on the platform below you, you'll spot a traveling Korok who needs to reach his friend's camp in the southern end of the East Barrens.       Getting the Korok to his friend may seem like an impossible task without first defeating the Molduga, but near the Korok you'll find a Zonai Sled, Fan, and Steering Stick. Combine the items using Ultrahand, attach the Korok to the Sled, then zoom over him to his friend while avoiding the sinkholes along the way, and you'll be rewarded with 2 Korok Seeds!","Friend Coordinates: -2546, -3930, 0014"
547,0,Gerudo Desert,10,*,"-3266, -2609, 0120",,"Southeast of Gerudo Town, sits a rock formation that houses an inn and has Addison (the President Hudson sign guy) standing in front of it. Climb the tall ladder attached to the inn, and at the top, you'll find a leaf-marked platform.Step on the platform, then look downward and use your Paraglider to land on the target below to collect this Korok Seed!",
548,0,Gerudo Desert,11,Sparkle Cloud,"-4612, -3197, 0038","-4876, -3564, 0039","This Korok Seed is found just east of Gerudo Town on a structure that looks like a large stone slide. When you reach the stone structure, look near the bottom of the slide and walk over the flower hidden here. The flower will disappear and quickly reappear elsewhere. Follow the flower as it circles the stone slide, and when you reach the end of the trail, you'll be rewarded with a Korok Seed!",
549,0,Gerudo Desert,12,Sparkle Cloud,"-4909, -3776, -0031",,"To collect this Korok Seed, travel east of Gerudo Town, make your way through the Palu Wasteland, and enter the East Gerudo Ruins. The East Gerudo Ruins are encircled by stone statues holding swords, and near the center of the area, you'll spot a sword sticking out of the sand. Climb the sword, step on the leaf-marked platform, and a ring will appear atop the western statue.Race over to the ring and enter it before the timer runs out to collect this Korok Seed!","Ending Coordinates: -2820, -2831, 0065"
550,0,Gerudo Desert,13,*,"-2432, -2118, 0234","-2439, -2144, 0264","From the Gerudo Canyon Skyview Tower, travel down the southwestern cliffs toward the Turakamik Shrine, and you'll discover a rock formation connected to two wooden bridges. Cross the first bridge, then when you reach the second, drop to the platform below you and look northeast.Here, you'll find an acorn dangling from a rope attached to the central rock formation. Shoot down the acorn to pick up this Korok Seed!",
551,0,Gerudo Desert,14,Sparkle Cloud,"-2243, -2211, 0257",,"From Gerudo Town, head north into the North Gerudo Ruins and search for the elevated archway toward the northern end of the area. Ascend or climb to the second-story archway, then ascend through the leaf-marked platform hanging above you to collect this Korok Seed!",
552,0,Gerudo Desert,15+16,Reunite Friends,"-2264, -2162, 0251","-4320, -1862, 0065","To collect this Korok Seed, head northwest of Gerudo Town toward the Kudanisar Shrine found west of the Northern Icehouse. As you approach the Kudanisar Shrine, you'll spot several stone platforms surrounded by flowing sands. On one of these platforms, you'll find a tired Korok traveler that's been separated from his friend.The Korok's friend has set up camp in the Karusa Valley northwest of the nearby shrine. To get the Korok to his friend, let the flowing sand take you southward and jump onto the stone platform housing materials. Use the Zonai Sled, Steering Stick, Fans, and wood nearby to create a vessel. Drive north, attach the Korok to your makeshift vessel, and deliver him to his friend to collect two Korok Seeds!",
553,0,Gerudo Desert,17,*,"-2251, -2358, 0275","-2261, -2341, 0290","Found in the West Gerudo Ruins southwest of the Kudanisar Shrine, this Korok Seed can be found atop a structure in the skeleton graveyard. Use Ascend to reach the top of the structure's archway, and you'll discover a lone flower. Walk into the flower, and it'll disappear before quickly reappearing in another spot.Follow the flower, and when you reach the end of its path, you'll be rewarded with a Korok Seed!",
554,0,Gerudo Desert,18,Lift the Rock,**,"-4438, -2113, 0047","Just north of the West Gerudo Ruins, you'll find a couple of rock formations connected by wooden bridges. Make your way up to the shelter atop the tallest rock formation, and at the end of the overhanging platform, you'll discover a leaf-marked log.Step on the leaf-marked log, then glide onto the eastern target without touching the ground, and you'll obtain this Korok Seed!",
555,0,Gerudo Desert,19,Sparkle Cloud,"-2620, -2198, 0065",,"Located northwest of the West Gerudo Ruins and just west of the previous entry in this guide, this Korok Seed can be found atop the spine that pokes out from the sand vertically. Climb or use Ascend to reach the top of the tall skeletal remains, and you'll find a dandelion. Hit the dandelion and catch the floating dandelion seed before it hits the ground to earn this Korok Seed!",
556,0,Gerudo Desert,20,Sparkle Cloud,"-2012, -2469, 0222",,"Travel northwest of the West Gerudo Ruins toward the Mayamats Shrine, and before reaching the cliffside that leads to the Gerudo Highlands, you'll find a large skeletal spine that towers over some ruins. Climb to the top of the skeleton and you'll discover a small orange fan. Walk over the fan, and balloons will appear and move in a circular pattern. There's seemingly no time limit to this challenge, so carefully shoot the three balloons to obtain this Korok Seed!",
557,0,Gerudo Desert,21,Sparkle Cloud,"-2328, -1825, 0145",,"From Gerudo Town's northeastern exit, head northeast toward the Desert Rift, and you'll locate a stone structure with a locked gate at the bottom of it. Climb to the top of the slide-like incline on the structure, hit the dandelion, and catch the dandelion seed before it hits the ground.",
558,0,Gerudo Desert,22,*,"-2243, -1740, 0105",,"To track down this Korok Seed, head northwest of Gerudo Town and search for a crescent-shaped rock formation that sits atop solid ground. Though the solid floor will keep you safe from the patrolling Molduga, keep in mind that you'll need to sneak past or kill the beast to obtain this seed.When you reach the crescent-shaped rock formation, examine the sparkling flowers circling the area to collect this Korok Seed!",
559,0,Gerudo Desert,23+24,Reunite Friends,**,"-3742, -3477, 0016","Just south of Gerudo Town's southern corner, you'll find a sand hill surrounded by palm trees. Atop this hill sits a Korok that's been separated from his friend.Speak to the Korok, then escort the weary traveler to his friend's southern camp near the Southern Oasis, and you'll be rewarded with two Korok Seeds!",
560,0,Gerudo Desert,25,Lift the Rock,"-1985, -2079, 0033","-2050, -1995, 0041","Like the camp where you collect Gerudo Desert Korok Seeds 8+9, this Korok Seed is found on the southern end of the East Barrens. When you near the southern map barrier, you'll find a rock formation with a singular pillar on it. Climb the pillar, hit the dandelion, and catch the dandelion seed before it hits the ground.",
561,0,Gerudo Desert,26+27,Reunite Friends,"-1943, -2131, 0081","-3078, -3045, 0014","Head east from Gerudo Town toward the Palu Wasteland. Just south of the giant skeleton, you'll discover a crescent-shaped platform with a traveling Korok on it. Speak to the Korok, and they'll ask you to help them reach their friend's camp in the Palu Wasteland. Use Ultrahand to make a vessel from the Zonai Sled, Steering Stick, and Fan just below you, then attach the Korok to your contraption.As you reach the Palu Wasteland, avoid the whirlpool, and reunite the pals to collect your Korok Seeds!",
562,0,Gerudo Desert,28,Sparkle Cloud,"-1708, -2340, -0014","-1641, -2359, 0007",Climb and use Ascend to reach the very top of the tower above the Kara Kara Bazaar's Inn and General Store. Interact with the sparkling leaves to receive a Korok Seed!,
563,0,Gerudo Desert,29+30,Lift the Rock,"-1556, -2626, 0230","-4876, -3564, 0039","To collect these two Korok Seeds, head southwest of Gerudo Town and search for the Miryotanog Shrine found between the Toruma Dunes and Dragon's Exile. As seen in the image above, just southeast of the Miryotanog Shrine, you'll discover a traveling Korok on a small rock formation.Escort the Korok to his friend's camp on the southwestern end of Dragon's Exile, and you'll receive two Korok Seeds!",
564,0,Gerudo Desert,31,"Burn Leaves, Lift Rock","-4909, -3776, -0031",,"To collect this Korok Seed, you'll need to discover the Gerudo Great Skeleton cave found deep in the Gerudo Desert. From Gerudo Town, trek southwest past the Irasak Shrine Once inside the cave, climb to the top of the skull, and near the center, you'll spot a pile of leaves. Burn the leaves and pick up the rock to earn yourself a Korok Seed!",
565,0,Gerudo Desert,32+33,Reunite Friends,"-2432, -2118, 0234","-1609, -3084, 0203","This Korok Seed is just a stone's throw from the Gerudo Canyon Skyview Tower. Starting from the tower entrance, climb or glide down the northern cliffside to drop down two levels. Once on the lower platform, you'll spot a tired Korok that's been separated from his friend.",
566,0,Gerudo Desert,34,*,"-1937, -2821, 0152",,"Just east of the Gerudo Canyon Skyview Tower and near an elevator, you'll spot a boulder and a strange tree with cut branches. Use Ultrahand to place the boulder on top of the tree to earn a Korok Seed!",
567,0,Gerudo Desert,35,Sparkle Cloud,"-1945, -3185, 0127",,"Like the previous entry, this Korok Seed is found just east of the Gerudo Canyon Skyview Tower, and it's close to both an elevator and a cherry blossom tree. From the cherry blossom tree, look east to find a small stone shelter. Burn the leaves underneath the shelter and pick up the revealed stone to collect this Korok Seed!",
568,0,Gerudo Desert,36,Lift the Rock,"-1795, -3577, 0121","-2261, -2341, 0290","To collect this Korok Seed, head southeast of the Gerudo Canyon Skyview Tower toward Spectacle Rock. Search the cliffside north of Spectacle Rock, near the Spectacle Rock Cave entrance, and you'll discover a leaf-marked log.Step on the leaf-marked log, and a ring will appear on the overhead walkway. After stepping on the log, quickly climb the cliffside to reach the ring before time expires, and you'll earn this Korok Seed!",
569,0,Gerudo Desert,37,*,"-0994, -3254, 0251",,Head deep into the valley northwest of the Gerudo Canyon Skyview Tower and locate the makeshift wooden walkway east of the nearby bridge. Walk to the end of the wooden walkway and lift the lonely stone found here to collect this Korok Seed!,
570,1,Gerudo Desert,38,Follow the signs,"-1152, -3304, 0276",,"This Korok Seed is located west of the Gerudo Canyon Skyview Tower and just northeast of the Turakamik Shrine. From the front of the Turakamik Shrine, climb the stone to the left, then drop the lower platform just ahead. Here you'll find two arrow signs.Follow the arrows to discover sparkling leaves, then examine the leaves to collect this Korok Seed.",
571,0,Gerudo Desert,39,Lift the Rock,"-1179, -3509, 0217",,"Travel northwest of Spectacle Rock's natural bridge, and when you reach the cliffside shelter, look to your right (east) to spot a couple of stones. One stone will be leaning over the other, creating a gap underneath where you'll find an acorn. Destroy the dangling acorn to collect this Korok Seed!",
572,0,Gerudo Desert,40,Sparkle Cloud,"-1385, -3492, 0434",,"Travel north of the Gerudo Canyon Skyview Tower to reach the wooden bridge that connects the Koukot Plateau with the Gerudo Highlands cliffside. Once you've reached the bridge, head to the end closer to the Koukot Plateau and destroy the acorn hanging underneath the bridge to collect this Korok Seed!",
573,0,Gerudo Desert,41,Lift the Rock,"-1452, -3638, 0436",,"Start at the bridge north of the Gerudo Canyon Skyview Tower that connects the Koukot Plateau to the Gerudo Highlands. From here, head northeast to reach the dark-colored stone just above the banner. Once near the stone, look over the northeastern edge to spot a platform with a small rock. Lift the rock, and this Korok Seed is yours!",
574,0,Gerudo Desert,42,*,"-1369, -3724, 0395",,"To collect this Korok Seed, climb down the cliffside northwest of the Koukot Plateau to find the Koukot Plateau Cave entrance. From the cave entrance, dive into the river, and as you float downstream, search the northern side of the river for a small strip of land. Pick up the rock on this small strip of land, and you'll be rewarded with a Korok Seed!",
575,0,Gerudo Desert,43+44,Reunite Friends,"-4593, -2349, 0052","-2050, -1995, 0041","Trek east of the Gerudo Canyon Skyview Tower and swim down the river until you reach the Mount Nabooru Cave entrance. Just before entering Mount Nabooru Cave, exit the river to find a traveling Korok near a Splash Fruit tree. The Korok will explain that he needs to get to his friend's camp just upstream.Attach the Korok to the Big Wheel cart nearby and reunite the two pals to earn two Korok Seeds!",
576,0,Gerudo Desert,45,Lift the Rock,"-2935, -2214, 0209","-2017, -2181, 0081","This Korok Seed is found east of the Gerudo Canyon Skyview Tower, on the natural overpass that connects Gerudo Canyon to the southern end of Mount Nabooru. When you reach the overpass, you'll need to complete the rock puzzle by placing a rock in the empty space.To find a rock, head to the southwestern end of the overpass. Escort the rock back to the diamond and place it in the gap. Alternatively, if you have a rock-Fused weapon and want to save yourself a few seconds, drop the weapon into the empty spot to complete this puzzle.",
577,0,Gerudo Desert,46+47,Reunite Friends,"-3872, -1177, 0493","-1641, -2359, 0007","Travel to the Gerudo Canyon Pass east of the Gerudo Canyon Skyview Tower. Near the fork in the path at the center of the area, you'll find building materials, a readable trail sign, and a Korok that needs to reach his friend's camp on the eastern cliffside.To get the Korok up the cliffside, approach the large stone underneath the camp, and you'll find two Zonai Stakes. Attach the Korok to one of the Stakes and slowly push him up to his friend's camp to receive two Korok Seeds!",
578,0,Gerudo Desert,48,*,"-3806, -1474, 0314",,"Climb to the top of the rock formation on the northern end of the Stairy Plateau, and you'll find two diamonds formed from small stones. To solve this puzzle and earn a Korok Seed, place two stones in the empty spaces in the southwestern diamond to complete the shape. One spare stone can be found beside each of the diamonds so make sure not to lose them.If you lose a stone or just want to save a few seconds, rock-Fused weapons can be placed into the empty spaces to complete this puzzle!",
579,0,Gerudo Desert,49,Sparkle Cloud,"-3898, -1643, 0294",,"Travel to the East Gerudo Mesa and search the area just east of the Kitawak Shrine to find a natural archway that pokes out toward the shrine. Underneath the archway, you'll find a leaf-marked log. Use Ascend to rise through the log to collect this Korok Seed!",
580,0,Gerudo Desert,50,Lift the Rock,"-4363, -1847, 0074",,"To collect this Korok Seed, travel to the area between the South Lomei Labyrinth and the East Gerudo Mesa. Climb the tall rock formation just south of the East Gerudo Mesa cliffside to discover a log plugged by a cork. Use Ultrahand to attach the loose cork to one of the nearby boulders, then drop the boulder into the valley to unplug the log, and you'll earn a Korok Seed!",
581,0,Gerudo Desert,51,Lift the Rock,"-4420, -0352, 0520",,"Glide into the Yarna Valley found just southeast of the Fire Gleeok site on Spectacle Rock. On the southwestern cliffside of the Yarna Valley, you'll spot a ledge that houses a block puzzle. Use Ultrahand to place the hook-shaped block onto the cube to the right to obtain a Korok Seed!",
582,0,Gerudo Desert,52,Lift the Rock,"-4376, -0525, 0451",,"Drop into the Champion's Gate valley just northeast of the Gerudo Desert, and continue eastward to find a fallen boulder that creates a small overpass. Lift the lonely rock on the overpass to collect this Korok Seed!",
583,0,Gerudo Desert,53,Sparkle Cloud,"-4910, -1243, 0453",,"This Korok Seed is found atop the South Lomei Labyrinth's southern wall. Approach the center of the southern wall, step on the orange-colored fan, then shoot the three balloons with your bow to earn yourself a Korok Seed!",
584,0,Gerudo Desert,54,Lift the Rock,"-4691, -1235, 0522",,"Glide or climb to the top of the tall rock formation between Mount Granajh and Zokassa Ridge. Near the peak's center point, you'll find a flower. Walk into the flower, and it'll disappear before quickly reappearing somewhere nearby. As it moves, continue following the flower's path until you receive this Korok Seed!",
585,0,Gerudo Desert,55,Lift the Rock,"-4538, -1343, 0528","-4507, -0590, 0510","This Korok Seed is found on a ledge on Mount Granajh's northeastern cliffside, across from the tall rock formation where Korok Seed 54 is found. To solve the puzzle, rotate the loose block to match the image above, then slide it in place to create a symmetrical structure.",
586,0,Gerudo Desert,56,Sparkle Cloud,"-4323, -1089, 0523",,"Travel to the highland between Mount Granajh and Daval Peak, then descend the eastern cliffside to reach the lower platform near the Oseira Plains. Here, you'll find several arrow signs pointing toward a nearby stone. Climb the stone, then examine the sparkling leaves to collect this Korok Seed!",
587,0,Gerudo Desert,57,Lift the Rock,"-4389, -0713, 0523",,"This Korok Seed is located on the southern end of Mount Granajh, just before reaching the cliffside facing Daval Peak. As you travel southward, you'll spot a stone sitting within a ruined structure's foundation. Lift the rock sitting within the square-shaped area, and you'll add another Korok Seed to your inventory!",
588,0,Gerudo Desert,58,Sparkle Cloud,"-3968, -0324, 0446",,"Climb up to Daval Peak and search the southwestern end of the area for the block puzzle pictured above. Use the loose L-shaped block to complete the structure and make it symmetrical to its nearby counterpart, and you'll be rewarded with this Korok Seed!",
589,0,Gerudo Desert,59,Lift the Rock,"-3820, 0178, 0049",,"From the block puzzle found on the southwestern end of Daval Peal, look southeast to locate a rock formation with a stone puzzle on its peak. Once you've reached the stone puzzle, use the two free stones in the center of the area to recreate the block structures back on Daval Peak. You must use two stones to complete the puzzle.",
590,0,Gerudo Desert,60,Lift the Rock,"-3600, 0110, -0059",,"From the West Gerudo Ruins, travel southwest to reach an area with flowing sand that surrounds a Lizalfo encampment. Just before reaching the Lizalfo camp, you'll spot a rock formation with a large bone that arches over the sands. Drop into the flowing sands underneath the bone and use Ascend to rise through the leaf-marked log, and this Korok Seed is yours!",
591,0,,,,"-3201, 0343, -0071",,,
592,0,Gerudo Highlands,1,Pinwheel Archery,"-3583, 0013, 0069","-4074, 0034, 0056","If you trek down the cliffs west of the Gerudo Canyon Skyview Tower, you'll find the Gerudo Canyon Stable. Climb the tall rock formation just east of the Gerudo Canyon Stable, and at the peak, you'll find a lone flower. Walk into the flower, and it'll disappear before quickly reappearing elsewhere.Follow the flower as it circles the top of the rock formation, and you'll earn this Korok Seed!",
593,0,Gerudo Highlands,2,Pinwheel Archery,"-3466, -0168, 0066",,"This Korok Seed can be collected by climbing the cliffside northeast of the Gerudo Highlands Skyview Tower. When you reach the top of the cliff, use Ultrahand to grab and rotate the block, then put it into the wall to complete this puzzle and nab that Korok Seed!",
594,0,Gerudo Highlands,3,Pinwheel Archery,"-3621, -0402, 0239","-3654, -0392, 0273","To collect this Korok Seed, head toward the donut-shaped area just southeast of the Gerudo Highlands Skyview Tower. After landing atop the circular rock formation, look toward the eastern side of the circle to find a small ledge with a leaf platform on it. Step on the leaf platform to start the timer, then glide through the ring below you before the timer runs out, and you'll earn this Korok Seed!",
595,0,Gerudo Highlands,4,Pinwheel Archery,"-3964, -0611, 0657",,"Similarly to Gerudo Highlands Korok Seed 3, you'll want to begin at the Gerudo Highlands Skyview Tower, then head southeast toward the donut-shaped rock formation. Next, drop through the donut-shaped rock formation and head southwest to find a block puzzle. Use Ultrahand to grab and rotate the loose block to create a perfectly symmetrical block structure.Because this puzzle can be tricky, start by rotating the block so the side with two blocks is facing you, while the three-block stack is in the center facing upward. From your perspective, this should create a _| shape. Once it's in this position, slide the block into place, and you'll earn yourself a Korok Seed!",
596,0,Gerudo Highlands,5,Pinwheel Archery,"-4003, -0969, 0714",,"To collect this Korok Seed, travel to the Karusa Valley southwest of the Gerudo Highlands Skyview Tower and due west of the Birida Lookout Chasm. When you reach the bottom of the valley, search for the western archway that has a flag banner hanging from it. Shoot the acorn dangling from the middle of the archway to get your hands on this Korok Seed!",
